Data Emissao;Grupo Economico;Cliente;Numero Pedido;Valor Pedido;Pedidos Em Aberto;Qtde Pedido;Preco Pedido
27/08/2026;ROLDAO;ROLDAO - IPIRANGA;1056102;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - ITU;1056115;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - JANDIRA;1056137;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - JUNDIAI;1056098;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - JUNDIAI 02;1056122;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - MARECHAL TITO;1056144;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - MAUA;1056127;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - MOOCA;1056104;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - OSASCO;1056101;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - OSASCO 02;1056119;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - PIRITUBA;1056136;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - PIRITUBA 02;1056124;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - PQ COLONIAL;1056125;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - PRAIA GRANDE;1056143;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - PRAIA GRANDE 02;1056123;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - S JOSE CAMPOS;1056135;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - SALTO;1056114;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - SANTANA;1056118;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - SANTO AMARO;1056106;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - SANTO ANDRE 2;1056128;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - SANTO ANDRE 2;1056129;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - SANTO ANDRE 2;1056131;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - SANTOS VILA MATHIAS;1056133;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - SAO VICENTE;1056117;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - SOROCABA;1056108;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - TIRADENTES;1056111;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - VALINHOS;1056126;4812.36;1;45;106.9413333333
27/08/2026;ROLDAO;ROLDAO - VILA EMA;1056120;4812.36;1;45;106.9413333333
27/08/2026;SANTO SM;SANTO SM - 01;1055943;1041.72;1;17;61.2776470588
27/08/2026;SANTO SM;SANTO SM - 01;1055960;1652.4;1;15;110.16
27/08/2026;SANTO SM;SANTO SM - 02;1055970;1060.2;1;23;46.0956521739
27/08/2026;SANTO SM;SANTO SM - 02;1056012;1652.4;1;15;110.16
27/08/2026;SIMPATIA;SIMPATIA - CD;1056045;10896.08;1;106;102.7932075472
27/08/2026;TRES M;TRES M - LJ 01;1055955;20188.92;1;260;77.6496923077
27/08/2026;TRES M;TRES M - LJ 02;1055973;24392.22;1;303;80.5023762376
