Numero Pedido Cliente;NF CF;Cliente;Vendedor;Emissao
1056045;192481;SIMPATIA - CD;VALTER AMARAL MACHADO;27/08/2026
1056044;191923;SABORES DA TERRINHA - LOJA 03;ELTON;27/08/2026
1056043;191682;MERCADO BEM COMPRA;CAROLINA DOS SANTOS ROCHA;27/08/2026
1056040;192010;G PIRES - 02;CAROLINA DOS SANTOS ROCHA;27/08/2026
1056039;192008;G PIRES - 02;CAROLINA DOS SANTOS ROCHA;27/08/2026
1056035;191943;IDEAL DISTRIBUIDORA;ERICK MOREIRA;27/08/2026
1056032;191670;COMERCIAL TATENO - LOJA 2;SILVANO ARRUDA;27/08/2026
1056031;192041;NOSSO EMPÓRIO;CARLOS FERREIRA;27/08/2026
1056030;192040;NOSSO EMPÓRIO;CARLOS FERREIRA;27/08/2026
1056026;191651;ALESSANDRA MINIM;JOSE GOMES DOS S.;27/08/2026
1056025;191655;MINIMERCADO VILA SUELI;JOSE GOMES DOS S.;27/08/2026
1056024;191672;SUPERMERCADO VILA DAS FRUTAS;INES MARTIN;27/08/2026
1056020;191503;CLEO CAVALCANTI;CLEO CAVALCANTI;27/08/2026
1056019;191656;MINIMERCADO VILA SUELI;JOSE GOMES DOS S.;27/08/2026
1056013;191673;SUPERMERCADO VILA DAS FRUTAS;INES MARTIN;27/08/2026
1056012;192111;SANTO SM - 02;WILSON PEREIRA;27/08/2026
1056010;191803;SUPERMERCADO BEM MAIS;DAIANE CRISTINA DE OLIVEIRA;27/08/2026
1056009;191804;SUPERMERCADO BEM MAIS;DAIANE CRISTINA DE OLIVEIRA;27/08/2026
1056008;191658;CHIKEN  TOWN;ALENCAR SILVA;27/08/2026
1056002;191637;DAVITA - LJ 04;CELSO NUNES TEIXEIRA;27/08/2026
1056001;191959;DAVITA - LJ 05;CELSO NUNES TEIXEIRA;27/08/2026
1056000;191960;DAVITA - LJ 06;CELSO NUNES TEIXEIRA;27/08/2026
1055999;191962;DAVITA - LJ 03;CELSO NUNES TEIXEIRA;27/08/2026
1055996;191963;DAVITA - LJ 01;CELSO NUNES TEIXEIRA;27/08/2026
1055995;191961;DAVITA - LJ 02;CELSO NUNES TEIXEIRA;27/08/2026
1055993;191487;SABORES DA TERRINHA - LOJA 03;ELTON;27/08/2026
1055991;192052;SUPERMERCADO REAL;FLAVIA SIQUEIRA;27/08/2026
1055990;192048;SUPERMERCADO REAL;FLAVIA SIQUEIRA;27/08/2026
1055989;191676;EMPORIO BRASILEIRO - LOJA 01;FLAVIA SIQUEIRA;27/08/2026
1055988;192009;HORT SABOR DA ROCA;FLAVIA SIQUEIRA;27/08/2026
1055987;191652;ALESSANDRA MINIM;JOSE GOMES DOS S.;27/08/2026
1055986;191805;SUPERMERCADO BEM MAIS;DAIANE CRISTINA DE OLIVEIRA;27/08/2026
1055985;191971;HORT FRUTI ORIENTE;VALTER AMARAL MACHADO;27/08/2026
1055984;192068;WRS SUPERMERCADOS - 08;FELIPE GOMES;27/08/2026
1055983;191757;NOSSO LAR SUPERMERCADOS;FELIPE GOMES;27/08/2026
1055982;192045;WRS SUPERMERCADOS - 02;FELIPE GOMES;27/08/2026
1055981;191760;WRS SUPERMERCADOS - 07;FELIPE GOMES;27/08/2026
1055980;192049;WRS SUPERMERCADOS - 04;FELIPE GOMES;27/08/2026
1055979;192064;WRS SUPERMERCADOS - 03;FELIPE GOMES;27/08/2026
1055978;191762;WRS SUPERMERCADOS - 06;FELIPE GOMES;27/08/2026
1055977;192050;WRS SUPERMERCADOS - 05;FELIPE GOMES;27/08/2026
1055976;192426;GLA GESTAO E COMERCIO;JOSUE EVANGELISTA;27/08/2026
1055974;191654;SUPERMERCADO SERRA DO MAR - LJ 01;JOSE GOMES DOS S.;27/08/2026
1055973;191709;TRES M - LJ 02;LEANDRO GOLDINHO LOPES;27/08/2026
1055970;192110;SANTO SM - 02;WILSON PEREIRA;27/08/2026
1055965;191653;SUPERMERCADO SERRA DO MAR - LJ 02;JOSE GOMES DOS S.;27/08/2026
1055963;192212;TENNESSEE - DONA PRIMITIVA VIANCO;INES MARTIN;27/08/2026
1055962;192051;WRS SUPERMERCADOS - 05;FELIPE GOMES;27/08/2026
1055960;192109;SANTO SM - 01;WILSON PEREIRA;27/08/2026
1055959;191798;LOBAO - JOAO CARLOS;JOSE RICARDO FERNANDES;27/08/2026
1055958;191802;LOBAO - JOAO CARLOS;JOSE RICARDO FERNANDES;27/08/2026
1055956;191759;WRS SUPERMERCADOS - 06;FELIPE GOMES;27/08/2026
1055955;191720;TRES M - LJ 01;LEANDRO GOLDINHO LOPES;27/08/2026
1055954;305654;SABORES DA TERRINHA - LOJA 01;VENDEDOR INTERNO;27/08/2026
1055953;192398;LATICINIOS SAO CARLOS;INES MARTIN;27/08/2026
1055952;192065;WRS SUPERMERCADOS - 03;FELIPE GOMES;27/08/2026
1055949;191657;SUPERMERCADO SERRA DO MAR - LJ 02;JOSE GOMES DOS S.;27/08/2026
1055948;192046;WRS SUPERMERCADOS - 04;FELIPE GOMES;27/08/2026
1055946;191761;WRS SUPERMERCADOS - 07;FELIPE GOMES;27/08/2026
1055943;192108;SANTO SM - 01;WILSON PEREIRA;27/08/2026
1055942;191755;NOSSO LAR SUPERMERCADOS;FELIPE GOMES;27/08/2026
1055941;192047;WRS SUPERMERCADOS - 02;FELIPE GOMES;27/08/2026
1055939;192056;WRS SUPERMERCADOS - 08;FELIPE GOMES;27/08/2026
1055937;192134;SHOPPER - CARANDIRU;JOSE ARTENCIO;27/08/2026
1055935;191517;FARID - CD;VENDEDOR INTERNO;27/08/2026
1055933;191715;MASTER ATS SUPERMERCADOS - OSASCO;SILVANO ARRUDA;27/08/2026
1055932;191716;MASTER ATS SUPERMERCADOS - OSASCO;SILVANO ARRUDA;27/08/2026
1055929;191608;KADOTA HORTIFRUTI;JOSE ARTENCIO;27/08/2026
1055927;193779;MOUSTACHE BEAMS - OSASCO;EDVALDO DOS SANTOS PEREIRA;27/08/2026
1055924;191785;SUP MAXIMO - UBATUBA;RAPHAEL COUTINHO ESPINDOLA;27/08/2026
1055918;191620;DIA % - ONZE DE JULHO - SV;JOSE SOARES;27/08/2026
1055917;191970;HORT FRUTI ORIENTE;VALTER AMARAL MACHADO;27/08/2026
1055915;191631;SACOLAO S JORGE - SUPER BOM;ALENCAR SILVA;27/08/2026
1055913;195207;MERCADO NASCIMENTO;ESMAIL ANTONIO;27/08/2026
1055912;191796;SUPERMERCADOS REAL - LOJA 01;PAULO COSTA;27/08/2026
1055911;191797;SUPERMERCADOS REAL - LOJA 02;PAULO COSTA;27/08/2026
1055910;192175;SUPERMERCADOS REAL - LOJA 03;PAULO COSTA;27/08/2026
1055909;191795;SUPERMERCADOS REAL - LOJA 04;PAULO COSTA;27/08/2026
1055908;191794;SUPERMERCADOS REAL - LOJA 01;PAULO COSTA;27/08/2026
1055907;191790;FONSECA - LOJA 1;EDERVAL DONIZETE DA SILVA;27/08/2026
1055906;191789;FONSECA - LOJA 11;EDERVAL DONIZETE DA SILVA;27/08/2026
1055905;191574;REMARO SUPERMERCADO;PAULO COSTA;27/08/2026
1055904;192202;REMARO SUPERMERCADO;PAULO COSTA;27/08/2026
1055903;191791;SUPERMERCADO UNIAO REAL;EDERVAL DONIZETE DA SILVA;27/08/2026
1055902;192708;SUPERMERCADO TRADICIONAL;DAIANE CRISTINA DE OLIVEIRA;27/08/2026
1055900;191793;BUENO  BUENO SUPERMERCADOS;DAIANE CRISTINA DE OLIVEIRA;27/08/2026
1055890;191933;MUNDO CEREALISTA;ROBSON BERTOLINI;27/08/2026
1055889;191619;DIA % - ONZE DE JULHO - SV;JOSE SOARES;27/08/2026
1055887;191695;LIMA ITANHAEM;JOSE SOARES;27/08/2026
1055884;191891;MERCADO PAZ E HARMONIA;JUAREZ COSTA;27/08/2026
1055883;191733;REIS SUPERMERCADOS;JUAREZ COSTA;27/08/2026
1055882;191737;REIS SUPERMERCADOS;JUAREZ COSTA;27/08/2026
1055881;191690;PRATICO SUPERMERCADO - LJ 02;RONILSON RIBEIRO;27/08/2026
1055880;191689;PRATICO SUPERMERCADO - LJ 03;RONILSON RIBEIRO;27/08/2026
1055879;191696;PRATICO SUPERMERCADO - LJ 06;RONILSON RIBEIRO;27/08/2026
1055878;191694;PRATICO SUPERMERCADO - LJ 10;RONILSON RIBEIRO;27/08/2026
1055877;191618;RDD WA;ERICK MOREIRA;27/08/2026
1055876;191912;MERCADO  SAO JOSE;FRANCISCO ANACLETO;27/08/2026
1055875;192683;MERCADO  SAO JOSE;FRANCISCO ANACLETO;27/08/2026
1055874;191914;SUPERMERCADO SAO JOSE;FRANCISCO ANACLETO;27/08/2026
1055873;192508;REDE JORDMIX - LOJA 03;FRANCISCO ANACLETO;27/08/2026
1055872;192504;REDE JORDMIX - LOJA 01;FRANCISCO ANACLETO;27/08/2026
1055871;192502;REDE JORDMIX - LOJA 01;FRANCISCO ANACLETO;27/08/2026
1055870;192499;REDE JORDMIX - LOJA 02;FRANCISCO ANACLETO;27/08/2026
1055869;192500;REDE JORDMIX - LOJA 02;FRANCISCO ANACLETO;27/08/2026
1055868;192509;REDE JORDMIX - LOJA 03;FRANCISCO ANACLETO;27/08/2026
1055867;191788;SHIBATA - S10;EDMILSON - 02;27/08/2026
1055866;191528;SHIBATA - S11;EDMILSON - 02;27/08/2026
1055865;191820;SHIBATA - SUZANO;EDMILSON - 02;27/08/2026
1055864;191527;SHIBATA - S13;EDMILSON - 02;27/08/2026
1055863;191749;SHIBATA - S14;EDMILSON - 02;27/08/2026
1055862;191739;SHIBATA - S15;EDMILSON - 02;27/08/2026
1055861;191596;SHIBATA - S6;EDMILSON - 02;27/08/2026
1055860;191488;SHIBATA - S7;EDMILSON - 02;27/08/2026
1055859;191597;SHIBATA - S8;EDMILSON - 02;27/08/2026
1055858;191595;SHIBATA - S9;EDMILSON - 02;27/08/2026
1055857;191489;SHIBATA - S2;EDMILSON - 02;27/08/2026
1055856;191529;SHIBATA - S3;EDMILSON - 02;27/08/2026
1055855;191813;SHIBATA - TAUBATE;EDMILSON - 02;27/08/2026
1055854;191926;SHIBATA - BIRITIBA;EDMILSON - 02;27/08/2026
1055853;191800;SHIBATA - H17 GUARATINGUETA;EDMILSON - 02;27/08/2026
1055852;191787;SHIBATA - S1;EDMILSON - 02;27/08/2026
1055851;191784;SHIBATA - H13;EDMILSON - 02;27/08/2026
1055850;191817;SHIBATA - H14;EDMILSON - 02;27/08/2026
1055849;191801;SHIBATA - H15;EDMILSON - 02;27/08/2026
1055848;191491;SHIBATA - H16;EDMILSON - 02;27/08/2026
1055847;191747;SHIBATA - H10;EDMILSON - 02;27/08/2026
1055846;191606;SHIBATA - H11;EDMILSON - 02;27/08/2026
1055845;191751;SHIBATA -  H12;EDMILSON - 02;27/08/2026
1055844;191799;SHIBATA - APARECIDA;EDMILSON - 02;27/08/2026
1055843;191607;SHIBATA - PINDAMONHAGABA;EDMILSON - 02;27/08/2026
1055842;191972;SHIBATA - H8;EDMILSON - 02;27/08/2026
1055841;191490;SHIBATA - H9;EDMILSON - 02;27/08/2026
1055840;191492;SHIBATA - H3;EDMILSON - 02;27/08/2026
1055839;191814;SHIBATA - H4;EDMILSON - 02;27/08/2026
1055838;191750;SHIBATA - H5;EDMILSON - 02;27/08/2026
1055837;191927;SHIBATA - H2;EDMILSON - 02;27/08/2026
1055836;191786;SHIBATA - A1;EDMILSON - 02;27/08/2026
1055835;192093;SHIBATA - H1;EDMILSON - 02;27/08/2026
1055808;191915;SUPERMERCADO SAO JOSE;FRANCISCO ANACLETO;27/08/2026
1055807;191916;SUPERMERCADO SAO JOSE;FRANCISCO ANACLETO;27/08/2026
1055806;191913;MERCADO  SAO JOSE;FRANCISCO ANACLETO;26/08/2026
1055804;192344;REIMBERG - JEQUIRITUBA;KELVIN;26/08/2026
1055803;191586;REIMBERG - JEQUIRITUBA;KELVIN;26/08/2026
1055802;191611;REIMBERG - EMBU GUACU;KELVIN;26/08/2026
1055801;191609;REIMBERG - EMBU GUACU;KELVIN;26/08/2026
1055800;191583;REIMBERG - PERSONAL GARDEN;KELVIN;26/08/2026
1055799;192341;REIMBERG - PERSONAL GARDEN;KELVIN;26/08/2026
1055798;192135;KING MERCADINHO;GUSTAVO GOMES;26/08/2026
1055797;191615;RDD WA;ERICK MOREIRA;26/08/2026
1055796;191697;PRATICO SUPERMERCADO - LJ 02;RONILSON RIBEIRO;26/08/2026
1055795;191692;PRATICO SUPERMERCADO - LJ 03;RONILSON RIBEIRO;26/08/2026
1055794;191693;PRATICO SUPERMERCADO - LJ 06;RONILSON RIBEIRO;26/08/2026
1055792;191698;PRATICO SUPERMERCADO - LJ 10;RONILSON RIBEIRO;26/08/2026
1055791;191616;RDD WA;ERICK MOREIRA;26/08/2026
1055790;191792;BUENO  BUENO SUPERMERCADOS;DAIANE CRISTINA DE OLIVEIRA;26/08/2026
1055789;192103;SANTO SM - 02;WILSON PEREIRA;26/08/2026
1055788;191721;GIKANY TRANSPORTE;ERICK MOREIRA;26/08/2026
1055787;191777;SUPERMERCADO UNIAO REAL;EDERVAL DONIZETE DA SILVA;26/08/2026
1055785;191772;FONSECA - LOJA 13;EDERVAL DONIZETE DA SILVA;26/08/2026
1055784;191770;FONSECA - LOJA 12;EDERVAL DONIZETE DA SILVA;26/08/2026
1055783;191613;DIANAS ATACADISTA;INES MARTIN;26/08/2026
1055782;191617;DIANAS ATACADISTA;INES MARTIN;26/08/2026
1055781;191732;MINI MERC VALFRAN;FRANCISCO DUARTE - LUIZ DUARTE;26/08/2026
1055780;191628;MERCADO DOCE & LAR;JOSE GOMES DOS S.;26/08/2026
1055779;192900;PEDREIRA - 930 CD;ERICK MOREIRA;26/08/2026
1055778;191773;FONSECA - LOJA 11;EDERVAL DONIZETE DA SILVA;26/08/2026
1055777;191630;MERCADO DOCE & LAR;JOSE GOMES DOS S.;26/08/2026
1055776;191664;TELES - SETE;JUAREZ COSTA;26/08/2026
1055775;191818;H NERI MININERCADO;JOSE GOMES DOS S.;26/08/2026
1055774;191626;SUPERHORTIFRUTI SUPERMERCADO;JOSE GOMES DOS S.;26/08/2026
1055773;191625;SUPERHORTIFRUTI SUPERMERCADO;JOSE GOMES DOS S.;26/08/2026
1055772;191736;DANTAS;JUAREZ COSTA;26/08/2026
1055771;191622;SUPERMERCADO MAR PEQUENO II;RONILSON RIBEIRO;26/08/2026
1055770;191776;FONSECA - LOJA 10;EDERVAL DONIZETE DA SILVA;26/08/2026
1055768;191629;MERCADO DOCE & LAR;JOSE GOMES DOS S.;26/08/2026
1055767;191662;MERCADO 800;JUAREZ COSTA;26/08/2026
1055766;192511;FERNANDO HENRIQUE;JUAREZ COSTA;26/08/2026
1055765;192512;FERNANDO HENRIQUE;JUAREZ COSTA;26/08/2026
1055764;195456;MINI MERCADO DETROIT;JUAREZ COSTA;26/08/2026
1055762;191771;FONSECA - LOJA 9;EDERVAL DONIZETE DA SILVA;26/08/2026
1055761;191906;HORTIFRUTI LISITANIA;JUAREZ COSTA;26/08/2026
1055760;191819;H NERI MININERCADO;JOSE GOMES DOS S.;26/08/2026
1055759;191665;TELES - SETE;JUAREZ COSTA;26/08/2026
1055758;191723;SACOLAO SAUDE - 07;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055757;191781;FONSECA - LOJA 8;EDERVAL DONIZETE DA SILVA;26/08/2026
1055756;191554;SACOLAO SAUDE - 04;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055754;192104;SANTO SM - 02;WILSON PEREIRA;26/08/2026
1055753;191774;FONSECA - LOJA 7;EDERVAL DONIZETE DA SILVA;26/08/2026
1055752;191707;SACOLAO SAUDE - 08;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055751;191704;SACOLAO SAUDE - 09;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055750;191782;FONSECA - LOJA 6;EDERVAL DONIZETE DA SILVA;26/08/2026
1055749;191724;SACOLAO SAUDE - 07;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055748;191783;FONSECA - LOJA 5;EDERVAL DONIZETE DA SILVA;26/08/2026
1055747;191775;FONSECA - LOJA 4;EDERVAL DONIZETE DA SILVA;26/08/2026
1055746;191552;SACOLAO SAUDE - 04;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055745;191590;SACOLAO SAUDE - 05;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055744;191557;SACOLAO SAUDE - 06;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055743;191668;SACOLAO SAUDE - 02;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055742;191703;SACOLAO SAUDE - 09;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055741;192105;SANTO SM - 02;WILSON PEREIRA;26/08/2026
1055740;191640;SACOLAO VILA CARRAO;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055739;191675;FONSECA - LOJA 3;EDERVAL DONIZETE DA SILVA;26/08/2026
1055738;191725;SACOLAO SAUDE - 07;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055737;191706;SACOLAO SAUDE - 08;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055736;191779;FONSECA - LOJA 2;EDERVAL DONIZETE DA SILVA;26/08/2026
1055735;191780;FONSECA - LOJA 1;EDERVAL DONIZETE DA SILVA;26/08/2026
1055734;191558;SACOLAO SAUDE - 06;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055733;191624;SUPERMERCADO MAR PEQUENO II;RONILSON RIBEIRO;26/08/2026
1055732;192147;BARATAO CARAPICUIBA;CARLOS FERREIRA;26/08/2026
1055731;191563;ESCOLHIDO ALIMENTOS;CARLOS FERREIRA;26/08/2026
1055729;191561;EMPORIO JJ HORTIFRUTI;CARLOS FERREIRA;26/08/2026
1055728;191553;SACOLAO SAUDE - 04;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055727;191589;SACOLAO SAUDE - 05;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055726;191667;SACOLAO SAUDE - 02;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055725;191691;PRATICO SUPERMERCADO - LJ 01;RONILSON RIBEIRO;26/08/2026
1055724;191702;SACOLAO SAUDE - 09;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055723;191639;SACOLAO VILA CARRAO;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055722;191705;SACOLAO SAUDE - 08;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055721;192094;TAKAHASHI - LOJA 01;FLAVIA SIQUEIRA;26/08/2026
1055720;191726;SACOLAO SAUDE - 07;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055719;191666;SACOLAO SAUDE - 02;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055718;191549;SACOLAO SAUDE - 04;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055717;191588;SACOLAO SAUDE - 05;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055716;191559;SACOLAO SAUDE - 06;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055715;194110;COOP - CD SAO BERNADO;CAIO VINICIUS AMORIM;26/08/2026
1055714;194109;COOP - CD SAO BERNADO;CAIO VINICIUS AMORIM;26/08/2026
1055713;191735;SACOLAO SAUDE - 01;GILMERIO QUEIROZ - GERENTE DE AREA;26/08/2026
1055712;191623;PRATICO SUPERMERCADO - LJ 09;RONILSON RIBEIRO;26/08/2026
1055711;191758;MERCADO DOCE MEL;ROBERTO HIROSHI SOGA;26/08/2026
1055710;191731;MINI MERC VALFRAN;FRANCISCO DUARTE - LUIZ DUARTE;26/08/2026
1055709;191627;ROSELI MARIA DE MORAES - CARDOSO;JOSE GOMES DOS S.;26/08/2026
1055707;192137;EMPORIO VILLA VERDE;JOSE ROBERTO DENIZIO;26/08/2026
1055706;192107;SANTO SM - 01;WILSON PEREIRA;26/08/2026
1055705;192823;SUPERMERCADO CATANDUVA;LEANDRO GOLDINHO LOPES;26/08/2026
1055704;191945;MERCADO BOM DIA - LJ 03;FRANCISCO DUARTE - LUIZ DUARTE;26/08/2026
1055703;191728;SUPERVAREJAO SAUDE - 01;INES MARTIN;26/08/2026
1055702;191727;SUPERVAREJAO SAUDE - 01;INES MARTIN;26/08/2026
1055701;191677;JP STORE LTDA;FRANCISCO DUARTE - LUIZ DUARTE;26/08/2026
1055700;191942;MERCADO BOM DIA - LJ 02;FRANCISCO DUARTE - LUIZ DUARTE;26/08/2026
1055699;191680;MRC SETTA;FRANCISCO DUARTE - LUIZ DUARTE;26/08/2026
1055698;191555;AQUECEDORES E PRESSURIZADORES;CARLOS FERREIRA;26/08/2026
1055697;191642;MERCADO SUPREMO LTDA;PAULO SERGIO;26/08/2026
1055696;191641;MERCADO SUPREMO LTDA;PAULO SERGIO;26/08/2026
1055695;191580;MERCADINHO KI PRECO;CAROLINA DOS SANTOS ROCHA;26/08/2026
1055694;191579;MERCADINHO KI PRECO;CAROLINA DOS SANTOS ROCHA;26/08/2026
1055693;191582;MERCADINHO KI PRECO;CAROLINA DOS SANTOS ROCHA;26/08/2026
1055692;191578;MERCADINHO KI PRECO  - LJ 2;CAROLINA DOS SANTOS ROCHA;26/08/2026
1055691;192148;BARATAO CARAPICUIBA;CARLOS FERREIRA;26/08/2026
1055690;191614;DIANAS ATACADISTA;INES MARTIN;26/08/2026
1055689;191467;SONDA - CD;ANGELA MARIA;26/08/2026
1055688;191466;SONDA - CD;ANGELA MARIA;26/08/2026
1055687;191465;SONDA - CD;ANGELA MARIA;26/08/2026
1055686;192013;BEM BARATO - 05;KELVIN;26/08/2026
1055685;192113;BEM BARATO - 06;KELVIN;26/08/2026
1055684;192250;BEM BARATO - 07;KELVIN;26/08/2026
1055683;192021;BEM BARATO - 10;KELVIN;26/08/2026
1055682;192140;BEM BARATO - 11;KELVIN;26/08/2026
1055681;192112;BEM BARATO - 12;KELVIN;26/08/2026
1055680;191738;BEM BARATO - 14;KELVIN;26/08/2026
1055678;192011;SONDA - CD;ANGELA MARIA;26/08/2026
1055677;192039;BEM BARATO - 15;KELVIN;26/08/2026
1055676;191648;MERCADO SOROCABA - 05;CARLOS FERREIRA;26/08/2026
1055675;191643;MERCADO SOROCABA - 05;CARLOS FERREIRA;26/08/2026
1055674;191645;SUPERMERCADO SOROCABA;CARLOS FERREIRA;26/08/2026
1055672;191647;SUPERMERCADO TROPICAL;CARLOS FERREIRA;26/08/2026
1055671;191610;NOVO REALIDADE;CLEO CAVALCANTI;26/08/2026
1055670;192149;BARATAO CARAPICUIBA;CARLOS FERREIRA;26/08/2026
1055669;192092;BEM BARATO - 16;KELVIN;26/08/2026
1055668;192333;BEM BARATO - 17;KELVIN;26/08/2026
1055667;192096;BEM BARATO - 18;KELVIN;26/08/2026
1055662;191688;MINI MERCADO DOCE PRECO;FLAVIA SIQUEIRA;26/08/2026
1055661;192139;BEM BARATO - 03;KELVIN;26/08/2026
1055659;191987;BEM BARATO - 02;ERICK MOREIRA;26/08/2026
1055657;192245;BEM BARATO - 25;KELVIN;26/08/2026
1055656;192636;BEM BARATO - 26;KELVIN;26/08/2026
1055655;191990;BEM BARATO - 27;KELVIN;26/08/2026
1055654;191650;SUPERMERCADO JAPAO;CARLOS FERREIRA;26/08/2026
1055653;192152;GUI BOX - MERCADO CARAPICUIBA;CARLOS FERREIRA;26/08/2026
1055652;192116;PUBLIC - 960 CD;KELVIN;26/08/2026
1055651;191967;PUBLIC - 09;KELVIN;26/08/2026
1055648;191649;SUPERMERCADO JAPAO;CARLOS FERREIRA;26/08/2026
1055647;191646;SUPERMERCADO JAPAO;CARLOS FERREIRA;26/08/2026
1055646;191756;MERCADO DOCE MEL;ROBERTO HIROSHI SOGA;26/08/2026
1055644;192091;BEM BARATO - 29;KELVIN;26/08/2026
1055641;192115;BEM BARATO - 32;KELVIN;26/08/2026
1055640;191644;MERCADO CONTIGO;CARLOS FERREIRA;26/08/2026
1055639;192429;BEM BARATO - 33;KELVIN;26/08/2026
1055638;192227;BEM BARATO - 34;KELVIN;26/08/2026
1055637;191988;BEM BARATO - 35;KELVIN;26/08/2026
1055636;191969;BEM BARATO - 36;ERICK MOREIRA;26/08/2026
1055633;191591;HORTIFRUTI VILA DAS  FRUTAS;INES MARTIN;26/08/2026
1055632;192063;MERCADO MANA - VILA ANASTACIO;ROBERTO HIROSHI SOGA;26/08/2026
1055630;191763;MINIMERCADO MARAZUL;ROBERTO HIROSHI SOGA;26/08/2026
1055629;192291;ROLDAO - BRASILANDIA;CAIO VINICIUS AMORIM;26/08/2026
1055628;193136;ROLDAO - SANTANA;CAIO VINICIUS AMORIM;26/08/2026
1055627;192296;ROLDAO - PQ COLONIAL;CAIO VINICIUS AMORIM;26/08/2026
1055626;192136;HORTIFRUTI CHET;ROBERTO HIROSHI SOGA;26/08/2026
1055624;191556;AQUECEDORES E PRESSURIZADORES;CARLOS FERREIRA;26/08/2026
1055622;191743;VOG COMERCIO DE ALIMENTOS;FELIPE GOMES;26/08/2026
1055621;194646;DEDO DE MOCA;CLAUDIO AKIO SOGA;26/08/2026
1055620;191748;LIQIN CHEN;GUSTAVO GOMES;26/08/2026
1055619;191634;COMERCIAL MIGOTTO;CELSO NUNES TEIXEIRA;26/08/2026
1055618;191350;TAUSTE SUPERMERCADOS - CD;LUCIANE MARQUES;26/08/2026
1055617;191585;MERCADINHO KI PRECO  - LJ 2;CAROLINA DOS SANTOS ROCHA;26/08/2026
1055616;191633;COMERCIAL MIGOTTO;CELSO NUNES TEIXEIRA;26/08/2026
1055615;191584;MERCADINHO KI PRECO  - LJ 2;CAROLINA DOS SANTOS ROCHA;26/08/2026
1055614;191875;REDE DUQUE - HELIO PELEGRINO 2;LUCIANA VICENZOTTO;26/08/2026
1055613;191874;REDE DUQUE - GUARARAPES;LUCIANA VICENZOTTO;26/08/2026
1055612;191873;REDE DUQUE - CRUZEIRO DO SUL;LUCIANA VICENZOTTO;26/08/2026
1055611;191872;REDE DUQUE - TOCANTINS II;LUCIANA VICENZOTTO;26/08/2026
1055610;191871;REDE DUQUE - ESTADAO;LUCIANA VICENZOTTO;26/08/2026
1055609;191870;REDE DUQUE - ESCOCIA;LUCIANA VICENZOTTO;26/08/2026
1055608;191869;REDE DUQUE - JARDIM EUROPA;LUCIANA VICENZOTTO;26/08/2026
1055607;191868;REDE DUQUE - CONVENIENCIA 1;LUCIANA VICENZOTTO;26/08/2026
1055606;191778;SUPERMERCADOS MARIANA;CRISTIANE SEDENHO;26/08/2026
1055605;194193;COVABRA SUPERMERCADO - CD SUMARE;LUCIANE MARQUES;26/08/2026
1055602;191581;MERCADINHO KI PRECO;CAROLINA DOS SANTOS ROCHA;26/08/2026
1055601;191867;REDE DUQUE - ANGELICA CIA;LUCIANA VICENZOTTO;26/08/2026
1055599;191866;REDE DUQUE - MORUMBI;LUCIANA VICENZOTTO;26/08/2026
1055598;191865;REDE DUQUE - PARQUE BARUERI;LUCIANA VICENZOTTO;26/08/2026
1055597;192692;REDE DUQUE - ENDURANCE;LUCIANA VICENZOTTO;26/08/2026
1055574;191769;COGEB SUPERMERCADOS;CRISTIANE SEDENHO;26/08/2026
1055573;191636;SM ST TEREZINHA - MONTE MOR;EDSON MALAGUTTI;26/08/2026
1055572;191632;SM ST TEREZINHA - NOVA VENEZA;EDSON MALAGUTTI;26/08/2026
1055571;191635;SM ST TEREZINHA - SUMARE;EDSON MALAGUTTI;26/08/2026
1055570;191474;SUPERMERCADO DELTA MAX - CD PIRACICABA;CELSO NUNES TEIXEIRA;26/08/2026
